"poliza","Exp_num_total_reclama","Prima"
760508,0.0769393029979796,200
760520,0.0909714746489605,300
760523,0.151230492879202,1800
760577,0.066369974392123,100
760578,0.0810788922695673,250
760592,0.14665731618764,1800
760628,0.0789956304810627,200
760650,0.0647575929038053,100
760664,0.0681468676077697,150
760708,0.075407862332967,200
760745,0.12819085052808,1000
760813,0.122549496781876,1000
760822,0.136019770430796,1800
760825,0.0738775708505781,200
760827,0.0767282293215948,200
760833,0.115059566291753,800
760834,0.0677397214573781,150
760851,0.1595726360609,1800
760860,0.0780848634293608,200
760866,0.103671760177808,500
760878,0.0822514602955489,250
760891,0.0674675806224017,150
760944,0.0682697142303551,150
760955,0.083681078678933,250
760990,0.0829354321083006,250
760999,0.104200097612208,500
761014,0.0736831306924131,200
761016,0.0776219587062239,200
761020,0.0740871251138473,200
761040,0.0666154271077603,150
761053,0.0854552758457054,250
761055,0.0742996784548256,200
761083,0.0649673104111117,100
761088,0.0800965212364851,250
761101,0.0651919387024918,100
761104,0.0676888180367066,150
761127,0.0820327077794491,250
761140,0.0822514602955489,250
761150,0.117318083907955,800
761164,0.0592921562983272,100
761251,0.0881491314606175,300
761252,0.0722271772164594,150
761262,0.144123956517418,1800
761267,0.0738273159002985,200
761270,0.0810788922695673,250
761274,0.0561190734713393,100
761333,0.0659273009533274,100
761363,0.0530309581845483,100
761370,0.0700878250715834,150
761385,0.0805439818991375,250
761465,0.139402949997886,1800
761494,0.068111478115684,150
761495,0.159224218102488,1800
761523,0.061358981880724,100
761580,0.0752516125259715,200
761591,0.0555229495945217,100
761616,0.161404208361115,1800
761634,0.0685882767095041,150
761670,0.0599881610328894,100
761697,0.0742283436014195,200
761698,0.0631001683156425,100
761722,0.0657230372129341,100
761762,0.100181259861392,500
761772,0.0658891947779019,100
761778,0.0639498975510252,100
761795,0.074603175827416,200
761817,0.0483149840059736,100
761828,0.0868248497992431,250
761870,0.0846077201333658,250
761909,0.0689028828928966,150
761915,0.0660817469825233,100
761933,0.14780253347297,1800
761948,0.0732521638542382,150
762012,0.074508393943897,200
762013,0.0511065902652962,100
762019,0.063692606090886,100
762029,0.0817810789950407,250
762054,0.160235463027113,1800
762061,0.0812207182353787,250
762072,0.0622826753238576,100
762078,0.0618208557246779,100
762101,0.0641450252526372,100
762171,0.151578394311867,1800
762200,0.142347304652204,1800
762226,0.155891346381331,1800
762249,0.0943211533341502,300
762259,0.141324937643108,1800
762261,0.0774068698415564,200
762273,0.102234992705461,500
762293,0.113946473326216,800
762320,0.0718527187825337,150
762322,0.089110342404857,300
762334,0.106950961356257,800
762349,0.122913049289763,1000
762351,0.0801460586562601,250
762354,0.121865433759321,1000
762357,0.174076744728602,2000
762362,0.097945942881458,500
762368,0.0866188643075741,250
762389,0.157404650254874,1800
762444,0.113025782075966,800
762506,0.106695191152687,800
762518,0.0986395131354957,500
762532,0.0987178366634617,500
762550,0.0889854409851491,300
762552,0.126126531796097,1000
762588,0.0914537242495796,300
762594,0.120379242880009,1000
762645,0.0694370009936691,150
762658,0.146676596493142,1800
762659,0.114722162873117,800
762666,0.0621320365721844,100
762680,0.09756079949565,500
762692,0.12500346111116,1000
762760,0.0831377568494379,250
762771,0.220189633346115,2000
762798,0.0834762353286356,250
762806,0.0600142292097179,100
762821,0.150925351558621,1800
762837,0.113406577721074,800
762857,0.0743583624209017,200
762894,0.0800439576013835,250
762927,0.122687584723699,1000
762963,0.167938816766151,2000
762977,0.101181416015054,500
763019,0.152036416099665,1800
763067,0.0784208206922694,200
763081,0.095526026167628,300
763092,0.0680979739446253,150
763096,0.0807818256229266,250
763111,0.111842310087016,800
763112,0.113716112952322,800
763158,0.0844806295184501,250
763182,0.0999379144024553,500
763184,0.174698161525467,2000
763226,0.0691216746787506,150
763275,0.252252840998457,2000
763314,0.106671718069708,800
763315,0.086059232791253,250
763342,0.0902873341495859,300
763353,0.0857733069626474,250
763364,0.101024421727028,500
763389,0.108823637684798,800
763435,0.0647841561915505,100
763437,0.196358854289211,2000
763467,0.084248056712642,250
763470,0.2037074208262,2000
763484,0.0978247724357272,500
763498,0.0726683446172011,150
763503,0.102192685928645,500
763535,0.0790279412578462,200
763551,0.0899702837287385,300
763553,0.0910909236481744,300
763557,0.059539015957298,100
763561,0.0979771413707109,500
763588,0.0786667189500533,200
763596,0.189772713944651,2000
763598,0.207777292786502,2000
763599,0.107602611496561,800
763602,0.100157507486488,500
763614,0.0864859939520369,250
763615,0.0630638470981651,100
763618,0.14913914952427,1800
763622,0.10605432368469,800
763623,0.0690638559682561,150
763630,0.0685733585418973,150
763634,0.092611435112242,300
763687,0.0947426544879112,300
763690,0.0866857652718131,250
763691,0.0605052229716565,100
763692,0.0720947288338118,150
763702,0.138017690223872,1800
763709,0.097627583258828,500
763712,0.0653321416470982,100
763726,0.0694481949720044,150
763749,0.0979716143695632,500
763766,0.0832436563914559,250
763770,0.11866159634614,1000
763777,0.0849887417039874,250
763778,0.0737138468546309,200
763783,0.081319995519053,250
763807,0.0993174178157258,500
763844,0.108773248350287,800
763852,0.121057015170278,1000
763853,0.104468584760875,500
763858,0.0983994911808795,500
763882,0.0889799404652742,300
763918,0.0735274259234643,200
763925,0.141206924896302,1800
763951,0.0709483395603191,150
763982,0.252745681803226,2000
763984,0.256654331735857,2000
763987,0.0773849279393944,200
764060,0.0817307667324732,250
764065,0.157204428189005,1800
764089,0.15068620041554,1800
764090,0.117055001305328,800
764097,0.110380233302042,800
764098,0.0727231557154351,150
764138,0.102903178884144,500
764146,0.0667042198307307,150
764157,0.059976574867178,100
764162,0.15118228760257,1800
764168,0.245712059175742,2000
764241,0.100746306860009,500
764262,0.135471617750633,1800
764284,0.0811287826331449,250
764286,0.0795724734875387,200
764293,0.0702860024811731,150
764330,0.066074724031569,100
764368,0.1020189919561,500
764373,0.0731591002461096,150
764398,0.0909956892488028,300
764419,0.203659319412773,2000
764452,0.0956521830499261,300
764457,0.177172604530393,2000
764469,0.107115124201638,800
764471,0.0855905600278491,250
764478,0.0980648168066165,500
764515,0.149559948458376,1800
764526,0.0834456275559263,250
764535,0.093843613263257,300
764542,0.130166734440289,1000
764633,0.159007598861947,1800
764654,0.113067068296739,800
764676,0.0839426045362801,250
764679,0.0851517578977605,250
764685,0.109608606348249,800
764694,0.103921284732632,500
764707,0.0895490084995602,300
764718,0.189857750751503,2000
764750,0.092913690297589,300
764773,0.114915449966503,800
764787,0.0672447097627424,150
764810,0.0704061529131174,150
764856,0.144131516065766,1800
764858,0.203162320385003,2000
764882,0.107652085928916,800
764908,0.0657230372129341,100
764935,0.059401204597658,100
764972,0.0909576233734639,300
765049,0.162518432541824,1800
765056,0.106007344974494,800
765066,0.0833923716986279,250
765079,0.0856196944090562,250
765089,0.0824725247091171,250
765099,0.179770652216816,2000
765113,0.0894210449918693,300
765143,0.0909956892488028,300
765163,0.0771465443945362,200
765165,0.111399007806372,800
765236,0.21086345547517,2000
765256,0.10036872093581,500
765300,0.144269065049978,1800
765350,0.122199686022076,1000
765362,0.0706158260612057,150
765396,0.0810002287427405,250
765414,0.0904207804225558,300
765418,0.224167340918032,2000
765444,0.109530628804612,800
765460,0.25078307773551,2000
765474,0.0750660910905963,200
765489,0.0983994911808795,500
765495,0.0863569241885973,250
765501,0.143762456647088,1800
765516,0.0928661896675313,300
765528,0.0785853453394926,200
765535,0.113348044329435,800
765543,0.0899039908825268,300
765558,0.10815598951695,800
765560,0.0770997936764047,200
765585,0.101020783262694,500
765620,0.126268914316363,1000
765630,0.0811698641368096,250
765647,0.108222319882171,800
765688,0.151089393057742,1800
765692,0.116143787733037,800
765697,0.231585953816363,2000
765707,0.101492263061294,500
765710,0.0826580017390074,250
765731,0.247479605919158,2000
765740,0.0792874197637127,200
765745,0.0753514515457965,200
765748,0.0545215323018475,100
765772,0.0759776845735831,200
765773,0.130323759487948,1000
765780,0.0633242111736108,100
765796,0.0696836423394632,150
765833,0.124700673080861,1000
765834,0.122523619466629,1000
765837,0.0983716088296,500
765853,0.0784044162369226,200
765854,0.0741425595760383,200
765873,0.101710566947365,500
765887,0.10815790467874,800
765918,0.0863487143262138,250
765944,0.0935611473659937,300
765946,0.0698255105650559,150
765953,0.0849013597149318,250
765960,0.0751463609586926,200
765969,0.10666736754151,800
765978,0.104056575387301,500
765999,0.105838048643551,800
766010,0.092823544535052,300
766021,0.135018910443927,1800
766069,0.0612189227219517,100
766071,0.0668299329496944,150
766072,0.0670167801036367,150
766074,0.206183622916769,2000
766081,0.0861163102696475,250
766094,0.0895411194307179,300
766098,0.133912856500041,1000
766142,0.0717682608420516,150
766170,0.134733891785643,1800
766183,0.129003694894403,1000
766189,0.108041344580944,800
766206,0.1757513101887,2000
766220,0.097668440520442,500
766248,0.0938514233182297,300
766253,0.0710188214872012,150
766280,0.0893291058877226,300
766296,0.215573245347095,2000
766336,0.0754703655423156,200
766341,0.173364994264081,2000
766369,0.272225302330007,2000
766384,0.0756284199749762,200
766421,0.24111253938321,2000
766485,0.139284715057282,1800
766490,0.206629816464347,2000
766504,0.0887082677989451,300
766512,0.0815529028691854,250
766535,0.286182715835862,2000
766542,0.0688074922179452,150
766552,0.220975537895668,2000
766597,0.288821287268225,2000
766601,0.098623731834731,500
766606,0.0786698354023516,200
766614,0.137817211181212,1800
766698,0.12577534645167,1000
766726,0.110229650328709,800
766745,0.0709643324793924,150
766761,0.109661861790245,800
766763,0.115135900260948,800
766770,0.120941029022637,1000
766776,0.0704535064589238,150
766829,0.1198933411135,1000
766836,0.103795144704922,500
766883,0.134509892200526,1800
766894,0.116969839258543,800
766903,0.108943323803334,800
766918,0.0929563580496807,300
766921,0.0608339426298049,100
766937,0.115084452965212,800
766944,0.0711076687429016,150
766945,0.0730429726234382,150
766948,0.0733484429812149,150
766952,0.116457077775076,800
766964,0.136320189086862,1800
766965,0.0855321723280403,250
766972,0.113871540962909,800
766991,0.0692194421094303,150
767028,0.0951754668889364,300
767041,0.0703092226260247,150
767044,0.167554203274882,2000
767064,0.238165884576689,2000
767072,0.0672301578848352,150
767098,0.0884422595701396,300
767101,0.115585760089242,800
767119,0.077736294467358,200
767129,0.169366197167329,2000
767148,0.125793885867091,1000
767191,0.189042330934183,2000
767200,0.0823014542281631,250
767239,0.0714061896076368,150
767257,0.139469327146264,1800
767283,0.0827040673074048,250
767285,0.105722035999459,800
767302,0.192787054908466,2000
767312,0.149297139040633,1800
767315,0.207001220440037,2000
767316,0.127321348653056,1000
767328,0.255133172403439,2000
767347,0.0498996066841164,100
767364,0.0678867985341598,150
767381,0.0669930545109066,150
767383,0.0953962941659743,300
767384,0.0767939356947475,200
767421,0.135926030474799,1800
767457,0.204981192069025,2000
767467,0.120024440475953,1000
767475,0.0512968025777507,100
767493,0.101796322096708,500
767517,0.144493759299869,1800
767524,0.0643255134360728,100
767534,0.135850839982231,1800
767537,0.0604954785024431,100
767542,0.0815554717348666,250
767572,0.0737541359183548,200
767573,0.10630736580395,800
767640,0.170513786078898,2000
767707,0.149645220791384,1800
767709,0.112572131810767,800
767711,0.0939676481689165,300
767716,0.0872051785336656,300
767720,0.116969839258543,800
767739,0.203930326911333,2000
767745,0.0809469811189724,250
767754,0.173913270980159,2000
767755,0.0646975943653927,100
767759,0.0895342546167724,300
767783,0.119602184693938,1000
767784,0.0672476553926069,150
767789,0.0675616746201282,150
767792,0.0698741722945871,150
767795,0.063699289133809,100
767799,0.127861182875983,1000
767822,0.116043631949359,800
767823,0.0662337504981173,100
767831,0.125103298386132,1000
767833,0.119707377454022,1000
767837,0.0727822374665041,150
767841,0.0993077312943125,500
767856,0.309829294880217,2000
767898,0.0709647053110119,150
767909,0.0937878635957627,300
767914,0.133189950535586,1000
767929,0.205779687901373,2000
767938,0.0836406741623403,250
767943,0.214585500783548,2000
767955,0.131524744170497,1000
767965,0.110220464955233,800
767991,0.106011950400263,800
768032,0.104476853435654,500
768040,0.115399121333222,800
768051,0.200359044354445,2000
768061,0.0824035383158899,250
768066,0.0791036287666734,200
768142,0.148559701701956,1800
768181,0.0732088984934758,150
768190,0.212157576790304,2000
768193,0.0986794237689454,500
768237,0.246301678835176,2000
768260,0.110556538072797,800
768265,0.0825827341440929,250
768266,0.0638878192542437,100
768277,0.0781918432061647,200
768285,0.164996640343396,2000
768293,0.13143245726797,1000
768313,0.0785102460162992,200
768342,0.0733123124476305,150
768365,0.0730735411957814,150
768370,0.0968254041519687,500
768381,0.0866563616731167,250
768409,0.17474393160932,2000
768419,0.216055003891638,2000
768451,0.0858271569447163,250
768520,0.125266428522394,1000
768534,0.0645753922120421,100
768550,0.214217664604917,2000
768563,0.0654452783115686,100
768600,0.0766548087836004,200
768605,0.0807083956488755,250
768621,0.0958961766834223,500
768625,0.0780128701970145,200
768646,0.151909292977186,1800
768669,0.0658308245210327,100
768671,0.18267283678618,2000
768707,0.0731449683931117,150
768804,0.124092665610476,1000
768814,0.0815974295175909,250
768819,0.0783442626583944,200
768868,0.116046119712295,800
768924,0.0647754150214602,100
768931,0.0931249362553855,300
768948,0.112892411135784,800
768953,0.069085037791865,150
768971,0.133314029112096,1000
768981,0.0712771634995933,150
769025,0.112939656746318,800
769033,0.0746067473985294,200
769041,0.0675279852818253,150
769042,0.217792200612637,2000
769048,0.106567863497599,800
769109,0.0750897549814661,200
769119,0.0751900799535394,200
769134,0.118349422391448,1000
769141,0.251953377984933,2000
769188,0.0767900176078813,200
769234,0.131124931264081,1000
769293,0.100652783393122,500
769298,0.0991687674926488,500
769369,0.102199531656667,500
769415,0.0854865168605697,250
769456,0.0827492224741389,250
769464,0.0846709330536038,250
769488,0.126785645137232,1000
769490,0.0739759846800969,200
769508,0.0919049078163299,300
769519,0.0825168662267853,250
769522,0.0697124292328425,150
769527,0.0766398744791652,200
769529,0.0900922707864934,300
769533,0.086255977278222,250
769548,0.0828079460250899,250
769557,0.0738102404923334,200
769572,0.0686893559940368,150
769587,0.134412491668835,1800
769599,0.196965178834921,2000
769606,0.0765097038374265,200
769634,0.07082855923751,150
769638,0.0775240224340177,200
769674,0.0886113742220487,300
769677,0.0735635593064409,200
769682,0.059488258289227,100
769691,0.262106765315351,2000
769696,0.123439424510856,1000
769760,0.0672566481288644,150
769791,0.0736427567416138,200
769793,0.13083414542461,1000
769795,0.0748628815881075,200
769818,0.0864727955725775,250
769826,0.0982830111915208,500
769858,0.105948850834863,800
769866,0.112734951846324,800
769882,0.109727015160818,800
769903,0.0655661875736614,100
769918,0.0817547992999971,250
769953,0.061859667938992,100
769964,0.0932555685312876,300
769970,0.0689028828928966,150
769977,0.295814328135638,2000
769979,0.095196907971246,300
769999,0.106714283080443,800
770001,0.144679425706933,1800
770021,0.229418030291635,2000
770025,0.110447199657813,800
770044,0.0968878697262332,500
770096,0.0844168770097885,250
770098,0.0678273012016351,150
770101,0.299904875656574,2000
770104,0.108158820637038,800
770108,0.0714510196621857,150
770113,0.0840615997700036,250
770116,0.0996159441253811,500
770118,0.267259431365816,2000
770127,0.0820707152255299,250
770164,0.0829906098000143,250
770165,0.0748555560805846,200
770179,0.0657230372129341,100
770184,0.0830469498766992,250
770205,0.0784849359042559,200
770218,0.0889966783041258,300
770253,0.132354244836354,1000
770299,0.165731401468797,2000
770312,0.0797614244114968,200
770329,0.134011043622268,1000
770330,0.19303893721398,2000
770365,0.138651417693375,1800
770397,0.0638628074330373,100
770408,0.064778856428539,100
770438,0.0651412854836574,100
770445,0.146197969157757,1800
770455,0.0709483395603191,150
770463,0.10697389157145,800
770464,0.259472214123035,2000
770473,0.0935154000183149,300
770474,0.270448066534142,2000
770475,0.137084873385579,1800
770476,0.0730431897761766,150
770478,0.0864859939520369,250
770485,0.275387589258387,2000
770500,0.0856248635866471,250
770517,0.156572910389439,1800
770524,0.216227955879212,2000
770526,0.162028349318332,1800
770553,0.0769652860625071,200
770562,0.109616732372221,800
770568,0.105948850834863,800
770586,0.0699424533539525,150
770590,0.120740088002869,1000
770595,0.0724218126373115,150
770613,0.224334721826639,2000
770614,0.0780119628639382,200
770632,0.0772688372853705,200
770654,0.0666287938527779,150
770657,0.279358916055172,2000
770685,0.133196773797329,1000
770716,0.129816856619986,1000
770718,0.0786705083181625,200
770719,0.12189393740273,1000
770724,0.12488481508686,1000
770729,0.0689364967275952,150
770738,0.150717620283811,1800
770739,0.157756582581496,1800
770741,0.160393784161509,1800
770746,0.0684121206770707,150
770757,0.118090561390889,1000
770794,0.0573026561609517,100
770797,0.138322288476885,1800
770799,0.0651617099995103,100
770800,0.2573337684733,2000
770803,0.166513918755591,2000
770821,0.191773751112379,2000
770850,0.121503216851822,1000
770851,0.072477418894181,150
770854,0.0817809256421612,250
770856,0.116772041636054,800
770872,0.180516689859257,2000
770917,0.0738686517711761,200
770933,0.0790522188945061,200
770941,0.0716744422740098,150
770949,0.100168464959166,500
770994,0.113648894452796,800
770996,0.0773972690287524,200
771002,0.238695727355067,2000
771020,0.0795823598069021,200
771040,0.097627583258828,500
771043,0.0632743842562252,100
771046,0.104193601323752,500
771060,0.0883226694431817,300
771061,0.101473533987546,500
771077,0.0629168587600674,100
771080,0.0954171047708915,300
771091,0.106032695786909,800
771106,0.0733847471812655,150
771107,0.115809017956474,800
771116,0.0674104846255202,150
771120,0.134871054397345,1800
771137,0.0981938479087097,500
771169,0.0932012480102488,300
771189,0.149838043306508,1800
771208,0.0787445490179079,200
771221,0.13732092085503,1800
771230,0.122171416999429,1000
771237,0.0916825462982445,300
771241,0.10453973111305,500
771244,0.0723286608869264,150
771257,0.177219906213962,2000
771266,0.0851697088139221,250
771271,0.238553652837976,2000
771275,0.172258435783839,2000
771280,0.192746726758291,2000
771338,0.0763154087083826,200
771342,0.0773940134355605,200
771350,0.242563002301854,2000
771399,0.074914777467813,200
771400,0.105576797658811,500
771405,0.0849214490242642,250
771468,0.0641450252526372,100
771478,0.0818194789694918,250
771482,0.302970776369626,2000
771483,0.0642353887630429,100
771497,0.0826654453662329,250
771498,0.0900469027673167,300
771531,0.164330981734336,2000
771541,0.207131179426156,2000
771566,0.0859872461982015,250
771577,0.0830104295752339,250
771598,0.0904254567451519,300
771599,0.0740530193771122,200
771619,0.122261675214791,1000
771621,0.0808127937518643,250
771657,0.0657230372129341,100
771659,0.106464865626654,800
771661,0.103073905482937,500
771678,0.0824073977787196,250
771697,0.144503495887099,1800
771698,0.116969839258543,800
771703,0.0771195350381197,200
771733,0.176212633468967,2000
771741,0.070870417853481,150
771742,0.137100138596522,1800
771747,0.0961827188431274,500
771758,0.0926922695384026,300
771773,0.0721407911421789,150
771779,0.0884422595701396,300
771795,0.0940589066944561,300
771816,0.260536617156065,2000
771817,0.0775572229337279,200
771818,0.0813113793838225,250
771826,0.159118208824678,1800
771828,0.219246307592835,2000
771836,0.0652129345360957,100
771838,0.0730986933095364,150
771849,0.18557648583012,2000
771851,0.0612425689453597,100
771855,0.0872673543880151,300
771874,0.087848035397035,300
771920,0.061490634851989,100
771938,0.072829733001375,150
771961,0.0727481853949229,150
771967,0.060364866026752,100
771970,0.0761053145266646,200
772018,0.127818819865756,1000
772024,0.0894288993788378,300
772049,0.0858167948516995,250
772063,0.0659630605275693,100
772065,0.147155638488566,1800
772082,0.0719270376125013,150
772092,0.061859667938992,100
772104,0.0832351974465191,250
772135,0.0791036287666734,200
772139,0.083861167161258,250
772149,0.0746627132431358,200
772156,0.0785524710354036,200
772159,0.105341112000322,500
772165,0.066236082259222,100
772175,0.0659961754889708,100
772181,0.101390527804263,500
772202,0.123304595056199,1000
772228,0.0732377545056747,150
772234,0.0954472378352483,300
772237,0.104959331792734,500
772256,0.0612829933101712,100
772263,0.063692606090886,100
772271,0.0791906028520151,200
772276,0.0920071631238388,300
772287,0.0843284621111556,250
772289,0.080345794197353,250
772302,0.0912606135752445,300
772314,0.168151762194831,2000
772350,0.0820707152255299,250
772352,0.073791423037488,200
772364,0.100465888873439,500
772372,0.121906119695252,1000
772374,0.0771465443945362,200
772439,0.118270514366148,1000
772472,NA,NA
772509,0.0799731027064992,200
772528,0.133135007051285,1000
772534,0.144975481189585,1800
772547,0.0606946118380244,100
772578,0.106335809183369,800
772610,0.0653935024187653,100
772616,0.0855454219501841,250
772623,0.17104725059397,2000
772631,0.131102550311572,1000
772632,0.0721570429840802,150
772633,0.0846077201333658,250
772637,0.0694260179881068,150
772679,0.0726987564072709,150
772697,0.102598925514243,500
772721,0.0861132622825572,250
772725,0.0556124152254498,100
772754,0.11315247629942,800
772763,0.30888329095563,2000
772765,0.0675692962180684,150
772766,0.0924724682633805,300
772783,0.0916699693418026,300
772845,0.0647653056667857,100
772863,0.0774428916656267,200
772878,0.0816765875354483,250
772879,0.0684657747535179,150
772894,0.0727166633276737,150
772897,0.0694664254225407,150
772907,0.0641798181041509,100
772922,0.126785645137232,1000
772932,0.11407942355565,800
772942,0.0857339290079674,250
772943,0.0896547386701843,300
772946,0.0762688771213415,200
772955,0.0960788056297388,500
772956,0.0731449683931117,150
772970,0.104809736465653,500
772976,0.0597636460783626,100
772977,0.108721601518669,800
772981,0.0871082916594463,250
773005,0.104861255208271,500
773006,0.0647653056667857,100
773009,0.127935331554475,1000
773020,0.0966425246417559,500
773022,0.0928856199411658,300
773042,0.0845100289182817,250
773051,0.0906214317959619,300
773057,0.073492294043156,150
773084,0.170665338772914,2000
773107,0.0763039077378259,200
773133,0.058747147041858,100
773151,0.103170289501223,500
773173,0.0790529058443095,200
773184,0.0705082031078961,150
773190,0.0620583960045675,100
773201,0.123108592985313,1000
773207,0.107481398126871,800
773228,0.0920735929803751,300
773263,0.0944218348958831,300
773269,0.0745551716165779,200
773270,0.0694260179881068,150
773318,0.078110094630947,200
773321,0.137399414681189,1800
773322,0.0957073574038575,500
773337,0.0808309478665362,250
773376,0.0812472537274365,250
773382,0.0751262289171694,200
773386,0.0864859939520369,250
773389,0.0876128855941852,300
773402,0.0808986177223265,250
773407,0.069194016140483,150
773408,0.0683594895229487,150
773412,0.120037755529861,1000
773414,0.0989408152644295,500
773419,0.0828222028405549,250
773427,0.0776537969477555,200
773429,0.177759927783799,2000
773433,0.0832177858960183,250
773437,0.0698657106834495,150
773440,0.0981235960099135,500
773446,0.0774241856064313,200
773449,0.0861163102696475,250
773452,0.106679433035539,800
773454,0.0858149354307198,250
773460,0.0864859939520369,250
773468,0.190534913434253,2000
773474,0.0809748726520356,250
773490,0.079381412666127,200
773493,0.0671944366279729,150
773495,0.0884916497242678,300
773511,0.0816925487384686,250
773513,0.0721482854770165,150
773529,0.0744161207969763,200
773532,0.0791367337309392,200
773538,0.066654429350209,150
773550,0.0745441548233943,200
773557,0.0903991452608022,300
773559,0.0997012868281736,500
773570,0.0764712509308156,200
773572,0.0865089823651643,250
773574,0.0705354659928262,150
773575,0.163040218626247,1800
773578,0.0909940863581995,300
773581,0.0934117768298001,300
773593,0.0817287160584505,250
773636,0.0613135670565257,100
773659,0.0688295524453074,150
773662,0.0585376435877767,100
773676,0.0672647610781332,150
773684,0.0612189227219517,100
773714,0.0716252823852826,150
773719,0.0920730382600807,300
773806,0.0919072362813848,300
773812,0.0812293792243032,250
773824,0.0729072361152425,150
773825,0.0657207386042768,100
773827,0.0721747970190322,150
773833,0.17699167923778,2000
773841,0.0868611861038451,250
773875,0.110212471401663,800
773888,0.0642380002562451,100
773898,0.122227857091756,1000
773905,0.0790680152345572,200
773910,0.135530013770297,1800
773925,0.0768846787324408,200
773934,0.100130160676471,500
773943,0.0850505626832127,250
773946,0.0958961766834223,500
773958,0.0788906198184962,200
773962,0.0648541995990351,100
773965,0.131069580197887,1000
773991,0.13284571033047,1000
773995,0.0835430219626045,250
774008,0.0829930650427887,250
774023,0.0658527712269751,100
774025,0.130849312133083,1000
774028,0.158746005378841,1800
774031,0.103170289501223,500
774043,0.063673672552934,100
774066,0.0655971119797109,100
774067,0.160741439273812,1800
774098,0.0662314340276869,100
774127,0.0775085617032623,200
774130,0.0699011616667463,150
774159,0.104346299197382,500
774160,0.0737969836895385,200
774166,0.0734525746842971,150
774170,0.0763019039563312,200
774202,0.0835469347944383,250
774212,0.0753864365293351,200
774216,0.132242433292411,1000
774237,0.080345794197353,250
774238,0.0730986933095364,150
774249,0.0556350436516547,100
774254,0.0716744422740098,150
774255,0.0790522188945061,200
774275,0.0794726644741205,200
774307,0.0807908447606607,250
774324,0.15263485617411,1800
774333,0.0670903789313565,150
774339,0.145049178548893,1800
774345,0.0653232181058048,100
774347,0.067316407694623,150
774350,0.0648896341009915,100
774353,0.0647754150214602,100
