"poliza","Preds","Prima"
762771,0.185397059152154,2000
762798,0.0795543237467254,50
762806,0.0654884965686856,15
762821,0.131172201284365,1800
762837,0.0927520261062534,300
762857,0.0757783475472716,50
762894,0.0752708953789558,50
762927,0.107906370115546,800
762963,0.135234794508551,1800
762977,0.102816997676633,500
763019,0.147462802928338,1800
763067,0.0807403656293914,150
763081,0.0921294938431308,300
763092,0.0703487129126958,15
763096,0.0767988357950384,50
763111,0.0912603409975984,300
763112,0.119101097776539,1000
763158,0.0804853629816281,150
763182,0.10309844009871,500
763184,0.146121119527243,1800
763226,0.0770885292436711,50
763275,0.200384951078299,2000
763314,0.0903611861650056,300
763315,0.0796203493658208,50
763342,0.0760975449869049,50
763353,0.0803474664342133,150
763364,0.0999775684028323,500
763389,0.0905523454242541,300
763435,0.0716495334063858,15
763437,0.162263582476668,2000
763467,0.0795849947090665,50
763470,0.200910115894868,2000
763484,0.0912971610684781,300
763498,0.0818328203558579,150
763503,0.101355454913404,500
763535,0.0835886719620147,150
763551,0.0817398859704015,150
763553,0.0776484951598865,50
763557,0.0651157700945748,15
763561,0.0870215308661933,300
763588,0.0738018882090383,50
763596,0.166812035002876,2000
763598,0.174725773266277,2000
763599,0.0948656975441735,300
763602,0.0961637123673968,500
763614,0.0795725266687318,50
763615,0.0698069832085236,15
763618,0.150079507577934,1800
763622,0.122164977956812,1000
763623,0.0770422272440892,50
763630,0.0675377772446966,15
763634,0.0818359687339815,150
763687,0.0987786390472866,500
763690,0.0868117487573556,300
763691,0.0838297049276898,150
763692,0.0693211045889057,15
763702,0.114629891730501,800
763709,0.0915443320363328,300
763712,0.0739263337767814,50
763726,0.0674225721353788,15
763749,0.0948048948976945,300
763766,0.077741352802228,50
763770,0.115540313449463,800
763777,0.0775940162432461,50
763778,0.0547677955659087,8
763783,0.0818315120336776,150
763807,0.0994452389098824,500
763844,0.104069302230188,500
763852,0.114262985534048,800
763853,0.0929272073971808,300
763858,0.0916819382731537,300
763882,0.081185007750171,150
763918,0.0742933513846394,50
763925,0.174838618153784,2000
763951,0.0724505602118109,15
763982,0.217806386740306,2000
763984,0.221135824110793,2000
763987,0.0735702814956943,50
764060,0.0801166721475858,150
764065,0.141345643167987,1800
764089,0.149606707251168,1800
764090,0.10191601762149,500
764097,0.0966023975119009,500
764098,0.0664296735855702,15
764138,0.0893427740623856,300
764146,0.0723526853419006,15
764157,0.0654589933849454,15
764162,0.179970872884319,2000
764168,0.209961134022191,2000
764241,0.0897715634269802,300
764262,0.121088842018055,1000
764284,0.0732823565261345,50
764286,0.0851811212486853,150
764293,0.0747397846139064,50
764330,0.0586735288843625,8
764368,0.111938159707706,800
764373,0.0690918902606129,15
764398,0.0816935295900244,150
764419,0.176448630733073,2000
764452,0.097934664741612,500
764457,0.187989315031969,2000
764469,0.125453156324621,1000
764471,0.0880450832875883,300
764478,0.103926503481356,500
764515,0.147838305879912,1800
764526,0.0919321146851581,300
764535,0.0836902845718629,150
764542,0.139678335177291,1800
764633,0.219115922853398,2000
764654,0.121993993583189,1000
764676,0.090503561536729,300
764679,0.0859804241123296,150
764685,0.0989058087203756,500
764694,0.113135157232225,800
764707,0.10090203846103,500
764718,0.195850136185894,2000
764750,0.103306776696569,500
764773,0.101864114280665,500
764787,0.126503416134117,1000
764810,0.0770250224266678,50
764856,0.131366578798013,1800
764858,0.18859428842524,2000
764882,0.101050767710663,500
764908,0.0743478990460071,50
764935,0.0668716967773372,15
764972,0.08838151183091,300
765049,0.147844235624149,1800
765056,0.117322726426572,1000
765066,0.0825373933910061,150
765079,0.0783317602373372,50
765089,0.0773320716715835,50
765099,0.185511816840796,2000
765113,0.0804784782860208,150
765143,0.0869159470067383,300
765163,0.0818328203558579,150
765165,0.104109225199463,500
765236,0.199367103451457,2000
765256,0.112398447483431,800
765300,0.142241775881149,1800
765350,0.120332988178017,1000
765362,0.0762235554335536,50
765396,0.0847474652993812,150
765414,0.105325788117845,800
765418,0.217959139834085,2000
765444,0.109084996269766,800
765460,0.23290495901387,2000
765474,0.0696185033843896,15
765489,0.0916819382731537,300
765495,0.095724633421746,500
765501,0.164112531080613,2000
765516,0.0883162999867565,300
765528,0.0719466579146773,15
765535,0.111205859599753,800
765543,0.0820405120170009,150
765558,0.123006485082442,1000
765560,0.0736808697686467,50
765585,0.121808994112537,1000
765620,0.123020247840014,1000
765630,0.0848748547239425,150
765647,0.119552705265809,1000
765688,0.12335460800788,1000
765692,0.113600235459293,800
765697,0.250762778667762,2000
765707,0.103267037763857,500
765710,0.0935669455292227,300
765731,0.243618476203181,2000
765740,0.0911883769821163,300
765745,0.0819007369991257,150
765748,0.0526566562391322,8
765772,0.0659972720722636,15
765773,0.129700534572283,1000
765780,0.0476903083007835,8
765796,0.0662717419682625,15
765833,0.126079147320054,1000
765834,0.125285977490494,1000
765837,0.110372582339365,800
765853,0.080728239043421,150
765854,0.0830213612643892,150
765873,0.103436651797411,500
765887,0.127343000777496,1000
765918,0.0924914110718755,300
765944,0.102660372083539,500
765946,0.0642510868878302,15
765953,0.0961748366993478,500
765960,0.0585046850291425,8
765969,0.116978547451372,1000
765978,0.105576767674145,800
765999,0.119784637165174,1000
766010,0.106451824436207,800
766021,0.134587930660181,1800
766069,0.0664296735855702,15
766071,0.0724505602118109,15
766072,0.0594069913493732,8
766074,0.222708825424705,2000
766081,0.0783317602373372,50
766094,0.107255058914785,800
766098,0.140248570106247,1800
766142,0.0751455490780191,50
766170,0.1327132792418,1800
766183,0.13149493927638,1800
766189,0.12289189992681,1000
766206,0.131300246788393,1800
766220,0.0915718367510152,300
766248,0.113680454224265,800
766253,0.071621507430589,15
766280,0.102212981275534,500
766296,0.245451643659257,2000
766336,0.0805523277899152,150
766341,0.171398529682658,2000
766369,0.240697429236605,2000
766384,0.0806734112305583,150
766421,0.215955934162776,2000
766485,0.14426539629963,1800
766490,0.151205129084458,1800
766504,0.081255632457573,150
766512,0.0756665551225798,50
766535,0.216689528558719,2000
766542,0.0748170118391543,50
766552,0.206282449373614,2000
766597,0.211508274706088,2000
766601,0.0798400308114434,150
766606,0.0844745190510033,150
766614,0.100370385869392,500
766698,0.0944483060291584,300
766726,0.0965895367376311,500
766745,0.0778103247690078,50
766761,0.117763094902643,1000
766763,0.104438699930713,500
766770,0.0956103001197413,500
766776,0.0760977198081714,50
766829,0.105215214330175,800
766836,0.0934767358714697,300
766883,0.129722228155361,1000
766894,0.104587673576128,500
766903,0.098256962582874,500
766918,0.0846600600436162,150
766921,0.0633502908628627,8
766937,0.0893391542236392,300
766944,0.0784492947914498,50
766945,0.0794400169938582,50
766948,0.0687559640914265,15
766952,0.10425829489272,500
766964,0.110047572875208,800
766965,0.0858090142594573,150
766972,0.0897266032793064,300
766991,0.0764318809051614,50
767028,0.0855158844088496,150
767041,0.072304162652358,15
767044,0.178307558448056,2000
767064,0.21426698031789,2000
767072,0.0669131182121529,15
767098,0.080744640511788,150
767101,0.0937716912428877,300
767119,0.0777096502800481,50
767129,0.145691169636104,1800
767148,0.128722458025133,1000
767191,0.16533876199503,2000
767200,0.0877872736266258,300
767239,0.0652920595621609,15
767257,0.154367994118683,1800
767283,0.0764318809051614,50
767285,0.0985819160036537,500
767302,0.176093752282389,2000
767312,0.161875108912597,2000
767315,0.187612794750509,2000
767316,0.120673188081575,1000
767328,0.195148202270742,2000
767347,0.0737106527603379,50
767364,0.0732713500761438,50
767381,0.0752708953789558,50
767383,0.0820283967440109,150
767384,0.0734708939725392,50
767421,0.109517549440411,800
767457,0.163472559309838,2000
767467,0.105759161317596,800
767475,0.0743604619439546,50
767493,0.0914738978594512,300
767517,0.117186829700985,1000
767524,0.0565200485811534,8
767534,0.110347554065818,800
767537,0.0674514088003365,15
767542,0.0978185209661094,500
767572,0.0753357400390601,50
767573,0.0967780425822287,500
767640,0.176985946281168,2000
767707,0.10004218350342,500
767709,0.102062587204071,500
767711,0.100647396558878,500
767716,0.0953925598473667,500
767720,0.107843321002622,800
767739,0.161416224320547,2000
767745,0.0907813485267078,300
767754,0.154992409504456,1800
767755,0.0707832815915687,15
767759,0.0722552525707439,15
767783,0.120207153294965,1000
767784,0.0739608070737685,50
767789,0.0675464845677363,15
767792,0.0769502463889589,50
767795,0.0654786606969067,15
767799,0.119664828184109,1000
767822,0.115322327823677,800
767823,0.0747622403619084,50
767831,0.0992662373043859,500
767833,0.0947076195647068,300
767837,0.0818099941458205,150
767841,0.0956006019176458,500
767856,0.242767873176524,2000
767898,0.0652724482981196,15
767909,0.0962850643733008,500
767914,0.148606243190119,1800
767929,0.199829607133367,2000
767938,0.0927066738217721,300
767943,0.197686380014623,2000
767955,0.109510426925813,800
767965,0.119343209930643,1000
767991,0.0996077584106749,500
768032,0.104927948795852,800
768040,0.110194972983608,800
768051,0.18557433334535,2000
768061,0.077285623392114,50
768066,0.0747397846139064,50
768142,0.135158420587072,1800
768181,0.0762255137652406,50
768190,0.19534031340207,2000
768193,0.0898264092741402,300
768237,0.198958428074944,2000
768260,0.107804140360146,800
768265,0.0858124560298749,150
768266,0.0722915725263424,15
768277,0.0883295664126945,300
768285,0.185760063571574,2000
768293,0.107416218208031,800
768313,0.0820795974283852,150
768342,0.0684468392096917,15
768365,0.0794638849379807,50
768370,0.0959805533637432,500
768381,0.0927278861490671,300
768409,0.159722119171901,2000
768419,0.1983632850314,2000
768451,0.0803836800382222,150
768520,0.12459077378111,1000
768534,0.0634601390671862,8
768550,0.204125710715656,2000
768563,0.0734162516506719,50
768600,0.0925387352049761,300
768605,0.0758253061824183,50
768621,0.0878846464204505,300
768625,0.083846915518608,150
768646,0.124127625948512,1000
768669,0.0716712534564737,15
768671,0.164001964205924,2000
768707,0.0664296735855702,15
768804,0.122425575226406,1000
768814,0.0756718558710975,50
768819,0.0862518146277287,150
768868,0.101329583716219,500
768924,0.0711620817244615,15
768931,0.067205455371148,15
768948,0.0936881755815228,300
768953,0.0534642179719891,8
768971,0.134589833939821,1800
768981,0.0654786606969067,15
769025,0.0933816232605134,300
769033,0.0802973599929896,150
769041,0.0682809706749336,15
769042,0.188775451640327,2000
769048,0.103699319232716,500
769109,0.0772799710814139,50
769119,0.0615655610402076,8
769134,0.10925894129983,800
769141,0.24219986768501,2000
769188,0.0727685101364001,50
769234,0.113818207121586,800
769293,0.090734954229872,300
769298,0.0897724564694173,300
769369,0.0885296966507935,300
769415,0.0670263578724308,15
769456,0.0764372352678485,50
769464,0.0652716015188973,15
769488,0.125850214504002,1000
769490,0.0669706755018408,15
769508,0.0710837082695693,15
769519,0.0653463462574925,15
769522,0.0686020965600173,15
769527,0.0723652183128787,15
769529,0.0812745709160256,150
769533,0.0787746173306564,50
769548,0.0765007940333342,50
769557,0.0690664850667371,15
769572,0.0756718558710975,50
769587,0.128239184632571,1000
769599,0.156065269244852,1800
769606,0.0826838057370382,150
769634,0.0744378134501331,50
769638,0.0877872736266258,300
769674,0.0833837832357041,150
769677,0.0710072086508652,15
769682,0.0669420443588331,15
769691,0.248107637207283,2000
769696,0.107220700906843,800
769760,0.0664283628737203,15
769791,0.077285623392114,50
769793,0.1164964852113,1000
769795,0.0720737312469159,15
769818,0.0797801955363594,150
769826,0.106164961402297,800
769858,0.112046866025543,800
769866,0.11801572707459,1000
769882,0.11474024525224,800
769903,0.0717847406400428,15
769918,0.10168491674779,500
769953,0.0659539700504681,15
769964,0.088582007481865,300
769970,0.0736808697686467,50
769977,0.250501113690969,2000
769979,0.0937802932944558,300
769999,0.0957296413162287,500
770001,0.154542529608924,1800
770021,0.198357250704883,2000
770025,0.116708604345822,1000
770044,0.0906685296646715,300
770096,0.0871765657337946,300
770098,0.0625642601808552,8
770101,0.220767780620242,2000
770104,0.112129361658538,800
770108,0.0653214875067477,15
770113,0.0763381320150524,50
770116,0.0928544563878679,300
770118,0.240824551201028,2000
770127,0.0756718558710975,50
770164,0.0787937821489118,50
770165,0.07466694430987,50
770179,0.0743478990460071,50
770184,0.0795901798714449,50
770205,0.0727498293592236,50
770218,0.0975968173031676,500
770253,0.137216100205558,1800
770299,0.145333034776215,1800
770312,0.0895990070347101,300
770329,0.12467631020277,1000
770330,0.172545858576809,2000
770365,0.14578022473951,1800
770397,0.0721373180305847,15
770408,0.070847101784125,15
770438,0.0665395220743376,15
770445,0.129454533038475,1000
770455,0.0724505602118109,15
770463,0.113738977160928,800
770464,0.2262110432086,2000
770473,0.0815987330003177,150
770474,0.233905104775538,2000
770475,0.122484375175088,1000
770476,0.0734758791640552,50
770478,0.0795725266687318,50
770485,0.270912967317707,2000
770500,0.087944005331727,300
770517,0.172239510855886,2000
770524,0.190947348788584,2000
770526,0.142919419906242,1800
770553,0.0809166919603155,150
770562,0.109481315856138,800
770568,0.11552418255737,800
770586,0.0720331630764196,15
770590,0.13930967435833,1800
770595,0.0808559448663654,150
770613,0.221887892519152,2000
770614,0.0954287983660561,500
770632,0.0672938229688489,15
770654,0.0695662382501719,15
770657,0.228139089492186,2000
770685,0.117453361897317,1000
770716,0.116863530054539,1000
770718,0.0737367434162195,50
770719,0.113277167515386,800
770724,0.111770853423466,800
770729,0.0787932294892935,50
770738,0.134718827924347,1800
770739,0.173752564738126,2000
770741,0.174775201154171,2000
770746,0.0705815633443499,15
770757,0.106174489610303,800
770794,0.0633502908628627,8
770797,0.131388871536145,1800
770799,0.0738914456640937,50
770800,0.267055065784396,2000
770803,0.145712024283153,1800
770821,0.173550830462439,2000
770850,0.125513517918962,1000
770851,0.0756779213681049,50
770854,0.0855098315025818,150
770856,0.127336477826388,1000
770872,0.157931289320962,2000
770917,0.0807403656293914,150
770933,0.0868106969933635,300
770941,0.0673454525591775,15
770949,0.0943361347739272,300
770994,0.106175982921255,800
770996,0.0886648329579652,300
771002,0.230857379353472,2000
771020,0.0752708953789558,50
771040,0.0915443320363328,300
771043,0.0154141096110093,8
771046,0.0953925598473667,500
771060,0.0820549438232091,150
771061,0.0979669931842555,500
771077,0.0667612999093811,15
771080,0.104228984440785,500
771091,0.0809438805158168,150
771106,0.0750646520983789,50
771107,0.107270492903524,800
771116,0.0678015237354261,15
771120,0.125915993606123,1000
771137,0.0915443320363328,300
771169,0.0869395988915743,300
771189,0.136167974129551,1800
771208,0.0830463052320092,150
771221,0.131959878179009,1800
771230,0.112589078222089,800
771237,0.0790359278947169,50
771241,0.117480342550498,1000
771244,0.0661707520508302,15
771257,0.179861925927591,2000
771266,0.0807097717419472,150
771271,0.263170160880161,2000
771275,0.163930509053877,2000
771280,0.181985533063875,2000
771338,0.0790644291615307,50
771342,0.0799799369138445,150
771350,0.251579286506671,2000
771399,0.0698069832085236,15
771400,0.10243848605601,500
771405,0.076579303745732,50
771468,0.0703487129126958,15
771478,0.0768919377256225,50
771482,0.28829341320464,2000
771483,0.0916442803426499,300
771497,0.0825933485435098,150
771498,0.100527212190751,500
771531,0.18031679581749,2000
771541,0.224373848668,2000
771566,0.0795725266687318,50
771577,0.0813116008620969,150
771598,0.0820405120170009,150
771599,0.0807689004331834,150
771619,0.142539061776715,1800
771621,0.0806135974685376,150
771657,0.0743478990460071,50
771659,0.118165887088518,1000
771661,0.0950492994958797,300
771678,0.0752565717500915,50
771697,0.150835735612401,1800
771698,0.131446764844706,1800
771703,0.0709806038598431,15
771733,0.188020771898791,2000
771741,0.0649399566109995,15
771742,0.130437214475418,1800
771747,0.0875741648950473,300
771758,0.0724450193975184,15
771773,0.0676597652535218,15
771779,0.080744640511788,150
771795,0.0891292096177601,300
771816,0.244075463094116,2000
771817,0.0834950208883069,150
771818,0.0745365939802426,50
771826,0.150351731266739,1800
771828,0.245030513347258,2000
771836,0.0732290251916507,50
771838,0.0800202213970262,150
771849,0.195490569074353,2000
771851,0.0636555180297022,8
771855,0.0870553054580815,300
771874,0.0825240522900618,150
771920,0.059306462210646,8
771938,0.06649955616821,15
771961,0.0661707520508302,15
771967,0.0629991959417931,8
771970,0.07705236096995,50
772018,0.12046898524468,1000
772024,0.093181330720158,300
772049,0.086194038053002,150
772063,0.0690664850667371,15
772065,0.13274444707837,1800
772082,0.0587769599800692,8
772092,0.0659539700504681,15
772104,0.0712333685312527,15
772135,0.0747397846139064,50
772139,0.0883384263413639,300
772149,0.07754247004639,50
772156,0.0719250478611008,15
772159,0.0965457392099834,500
772165,0.0859937768797047,150
772175,0.0806427524743829,150
772181,0.0891948815728452,300
772202,0.121450582739569,1000
772228,0.080244666175589,150
772234,0.0954862376464584,500
772237,0.095895371197369,500
772256,0.0664795822178799,15
772263,0.0726915298178164,50
772271,0.0833837832357041,150
772276,0.084849956666876,150
772287,0.0971246542404082,500
772289,0.0820405120170009,150
772302,0.09684025818732,500
772314,0.150225346629069,1800
772350,0.0756718558710975,50
772352,0.0806797509100098,150
772364,0.109844231990983,800
772372,0.116230288722001,1000
772374,0.0818328203558579,150
772439,0.118577093088453,1000
772472,0.0759849232657731,50
772509,0.0839745196955724,150
772528,0.14579024168264,1800
772534,0.130412605886799,1800
772547,0.0508677391560855,8
772578,0.104172619418027,500
772610,0.0608637987608327,8
772616,0.0651189493703954,15
772623,0.126188596254414,1000
772631,0.0959560091504922,500
772632,0.0657842607557617,15
772633,0.0806612947006271,150
772637,0.0773320716715835,50
772679,0.0818574072235041,150
772697,0.114741213025382,800
772721,0.0796562352491092,50
772725,0.0491274354366104,8
772754,0.12234664241398,1000
772763,0.288277607829392,2000
772765,0.070269862667113,15
772766,0.0833697024686255,150
772783,0.0924914110718755,300
772845,0.0708364610907886,15
772863,0.0719731225420761,15
772878,0.0764772796741646,50
772879,0.0633502908628627,8
772894,0.0838436897757149,150
772897,0.0642800456530651,15
772907,0.0677207691961154,15
772922,0.144838141604606,1800
772932,0.124420647783666,1000
772942,0.0881509444129159,300
772943,0.081655070409553,150
772946,0.0791434129042202,50
772955,0.114259659035135,800
772956,0.0664296735855702,15
772970,0.102663314384815,500
772976,0.0652920595621609,15
772977,0.128920322942157,1000
772981,0.0793326999309367,50
773005,0.116031811657678,1000
773006,0.0708364610907886,15
773009,0.124856000592818,1000
773020,0.074543887334446,50
773022,0.0803436056137386,150
773042,0.0772799710814139,50
773051,0.0732592780164727,50
773057,0.0751436184920167,50
773084,0.14206715059206,1800
773107,0.0654176774469138,15
773133,0.0644928091245964,15
773151,0.0924914110718755,300
773173,0.0725543826306728,15
773184,0.0793162517005947,50
773190,0.0706680526633407,15
773201,0.0994443234672183,500
773207,0.10558253845707,800
773228,0.0843949595359625,150
773263,0.090302299429658,300
773269,0.0695662382501719,15
773270,0.0773320716715835,50
773318,0.0827014601045705,150
773321,0.127459771254271,1000
773322,0.0858090142594573,150
773337,0.0846202670747407,150
773376,0.0884075555720834,300
773382,0.0838107070621638,150
773386,0.0730323189973292,50
773389,0.072873071621688,50
773402,0.0846711234389824,150
773407,0.0771464458772123,50
773408,0.0764772796741646,50
773412,0.135343783592472,1800
773414,0.0896242532907848,300
773419,0.0755283527880123,50
773427,0.0713333082508299,15
773429,0.139456099969933,1800
773433,0.0778331571425594,50
773437,0.0795543237467254,50
773440,0.0894628561214219,300
773446,0.0902871909761002,300
773449,0.0783317602373372,50
773452,0.100530094701344,500
773454,0.0883346146046815,300
773460,0.0795725266687318,50
773468,0.159931279960255,2000
773474,0.0752811168369441,50
773490,0.0681147078057114,15
773493,0.0727340541976192,50
773495,0.0964008328510647,500
773511,0.0742856916067755,50
773513,0.0761563144497324,50
773529,0.0675363686963412,15
773532,0.0747622403619084,50
773538,0.0634046132936407,8
773550,0.0600402633194555,8
773557,0.0751096412469569,50
773559,0.0903745765762241,300
773570,0.0611506343916915,8
773572,0.0789404429012181,50
773574,0.0649887460185302,15
773575,0.158039487664586,2000
773578,0.0818315120336776,150
773581,0.0886885141787259,300
773593,0.0654132292515763,15
773636,0.0625367691098445,8
773659,0.0761225392372065,50
773662,0.0661722741211426,15
773676,0.0727886993128425,50
773684,0.0664296735855702,15
773714,0.068311265196866,15
773719,0.0877740886489206,300
773806,0.0931638751597428,300
773812,0.0754509205189105,50
773824,0.0220318975551187,8
773825,0.0666820881945038,15
773827,0.0754509205189105,50
773833,0.174436527357932,2000
773841,0.0818574072235041,150
773875,0.101379743664314,500
773888,0.072441344960445,15
773898,0.127039278120529,1000
773905,0.0786318576747774,50
773910,0.14378677535131,1800
773925,0.0732285115632399,50
773934,0.10958056489427,800
773943,0.0786220818708928,50
773946,0.0878846464204505,300
773958,0.0741922411480763,50
773962,0.0568481688623569,8
773965,0.128913936664075,1000
773991,0.138117198867464,1800
773995,0.0777280108178414,50
774008,0.0883162999867565,300
774023,0.0616049128420492,8
774025,0.13252142462092,1800
774028,0.141749601284539,1800
774031,0.0924914110718755,300
774043,0.070290975416318,15
774066,0.0675713002724018,15
774067,0.140828852749147,1800
774098,0.0719841275959567,15
774127,0.0834574055959773,150
774130,0.0701004108641868,15
774159,0.0954929107611517,500
774160,0.0774017964370068,50
774166,0.0804135862922968,150
774170,0.0825225109537262,150
774202,0.0756873447656197,50
774212,0.0701222508772393,15
774216,0.138990297800382,1800
774237,0.0820405120170009,150
774238,0.0800202213970262,150
774249,0.0658719504765951,15
774254,0.0673454525591775,15
774255,0.0868106969933635,300
774275,0.0893067696826557,300
774307,0.0720483744452756,15
774324,0.144136638716663,1800
774333,0.0699119146231668,15
774339,0.155549497182201,1800
774345,0.0712740427612657,15
774347,0.068127303096737,15
774350,0.0736698034650121,50
