"poliza","Preds","Prima"
759274,0.0761434541634307,54.99
759283,0.0717329046301721,16.99
759286,0.0655126731194724,16.99
759338,0.0691462285447411,16.99
759364,0.0764772796741646,54.99
759400,0.0927623900766895,500
759411,0.168466582891683,3000
759414,0.058039416276234,9.91
759472,0.0856565168446516,134.99
759478,0.0780541421710115,54.99
759535,0.0682604616550943,16.99
759549,0.110648628174233,1000
759580,0.0917111832452114,500
759604,0.0646925971576492,16.99
759630,0.149139804307782,2800
759673,0.0705629055388576,16.99
759714,0.071703556583214,16.99
759741,0.0722900651410071,16.99
759756,0.0731166123322845,54.99
759807,0.0836330887331288,134.99
759900,0.146555020070006,2800
759923,0.0697049635923575,16.99
759942,0.0654589933849454,16.99
759944,0.128874263600407,2000
759955,0.0893419990103231,500
759974,0.0758253061824183,54.99
760013,0.0763664209896496,54.99
760019,0.0865411464196564,134.99
760037,0.0639081093302336,9.91
760041,0.0890063808814723,500
760090,0.0700622258821247,16.99
760105,0.0665383227917885,16.99
760171,0.0738914456640937,54.99
760299,0.0624628800331411,9.91
760304,0.115940506326353,1000
760364,0.096070010100414,700
760368,0.071383184722366,16.99
760410,0.114400369789707,1000
760415,0.0610628841725901,9.91
760416,0.0765795097230512,54.99
760449,0.0924147120530234,500
760456,0.0978914254409579,700
760493,0.133277391695338,2800
760508,0.0726006968653016,16.99
760520,0.0846202670747407,134.99
760523,0.145503977707595,2800
760577,0.0617443160097663,9.91
760578,0.0884028749901816,500
760592,0.133464792648773,2800
760628,0.086062013878334,134.99
760650,0.0723183378999964,16.99
760664,0.0718635498799935,16.99
760708,0.0817390216857535,134.99
760745,0.134376341614208,2800
760813,0.123092759940688,2000
760822,0.125778528416332,2000
760825,0.0805446390298369,134.99
760827,0.072291272199045,16.99
760833,0.113520120032847,1000
760834,0.0638313487024171,9.91
760851,0.147113947220753,2800
760860,0.0756053832979362,54.99
760866,0.0950492994958797,500
760878,0.0783705006435863,54.99
760891,0.0737680822392192,54.99
760944,0.0719588554241525,16.99
760955,0.0904308292782113,500
760990,0.0944764247440037,500
760999,0.111173650939225,1000
761014,0.0685661924668319,16.99
761016,0.074431838595117,54.99
761020,0.0768809283869782,54.99
761040,0.0637775621550481,9.91
761053,0.0809039714270107,134.99
761055,0.0732603595941655,54.99
761083,0.0702181950534454,16.99
761088,0.092272571195767,500
761101,0.0781524572012491,54.99
761104,0.0754904093857247,54.99
761127,0.0793098852709217,54.99
761140,0.07924614869547,54.99
761150,0.115343073312178,1000
761164,0.0706111456742421,16.99
761251,0.0830712566941043,134.99
761252,0.0742126257183437,54.99
761262,0.142827338670166,2800
761267,0.0734337866651892,54.99
761270,0.0884028749901816,500
761274,0.0575154562286064,9.91
761333,0.0717466500679911,16.99
761363,0.0523147265196128,9.91
761370,0.0662717419682625,16.99
761385,0.084404468084604,134.99
761465,0.126268366319462,2000
761494,0.0580719160718032,9.91
761495,0.133853775533198,2800
761523,0.0684468392096917,16.99
761580,0.0683121551100969,16.99
761591,0.0606812161491075,9.91
761616,0.13589765449081,2800
761634,0.0627453342019497,9.91
761670,0.0673454525591775,16.99
761697,0.0693471528151388,16.99
761698,0.0671395646468352,16.99
761722,0.0743478990460071,54.99
761762,0.088203707592874,500
761772,0.067172100779822,16.99
761778,0.0625611395443888,9.91
761795,0.0676582089684855,16.99
761817,0.0488189358219945,9.91
761828,0.0818328203558579,134.99
761870,0.0806612947006271,134.99
761909,0.0736808697686467,54.99
761915,0.0590174685602819,9.91
761933,0.154517781367703,2800
761948,0.06649955616821,16.99
762012,0.0695348980054458,16.99
762013,0.0573317792224238,9.91
762019,0.0726915298178164,54.99
762029,0.0761339739783489,54.99
762054,0.143117783641857,2800
762061,0.0722296278787767,16.99
762072,0.0635438883135834,9.91
762078,0.0659242571665459,16.99
762101,0.0703487129126958,16.99
762171,0.138433381115205,2800
762200,0.114680528158532,1000
762226,0.14349048600736,2800
762249,0.087084954241776,500
762259,0.142508256829841,2800
762261,0.0738914456640937,54.99
762273,0.0504998121350464,9.91
762293,0.102863338578275,700
762320,0.0771797751954257,54.99
762322,0.0733323723228496,54.99
762334,0.0959565568104948,700
762349,0.0974087380542837,700
762351,0.0737680822392192,54.99
762354,0.0593278167289119,9.91
762357,0.170303978198217,3000
762362,0.0974613337574427,700
762368,0.0379228578363614,9.91
762389,0.123757782368776,2000
762444,0.0992895472980202,700
762506,0.100224559071411,700
762518,0.0919293783819686,500
762532,0.0832869480856263,134.99
762550,0.0874798465036962,500
762552,0.117276519555057,2000
762588,0.0741266405851495,54.99
762594,0.131169409531166,2800
762645,0.0766042802443665,54.99
762658,0.143807827432039,2800
762659,0.116600983073593,2000
762666,0.0661623355512002,16.99
762680,0.0826580765680085,134.99
762692,0.131207363616319,2800
762760,0.0767194291180795,54.99
762771,0.185397059152154,3000
762798,0.0795543237467254,54.99
762806,0.0654884965686856,16.99
762821,0.131172201284365,2800
762837,0.0927520261062534,500
762857,0.0757783475472716,54.99
762894,0.0752708953789558,54.99
762927,0.107906370115546,1000
762963,0.135234794508551,2800
762977,0.102816997676633,700
763019,0.147462802928338,2800
763067,0.0807403656293914,134.99
763081,0.0921294938431308,500
763092,0.0703487129126958,16.99
763096,0.0767988357950384,54.99
763111,0.0912603409975984,500
763112,0.119101097776539,2000
763158,0.0804853629816281,134.99
763182,0.10309844009871,700
763184,0.146121119527243,2800
763226,0.0770885292436711,54.99
763275,0.200384951078299,3000
763314,0.0903611861650056,500
763315,0.0796203493658208,54.99
763342,0.0760975449869049,54.99
763353,0.0803474664342133,134.99
763364,0.0999775684028323,700
763389,0.0905523454242541,500
763435,0.0716495334063858,16.99
763437,0.162263582476668,3000
763467,0.0795849947090665,54.99
763470,0.200910115894868,3000
763484,0.0912971610684781,500
763498,0.0818328203558579,134.99
763503,0.101355454913404,700
763535,0.0835886719620147,134.99
763551,0.0817398859704015,134.99
763553,0.0776484951598865,54.99
763557,0.0651157700945748,16.99
763561,0.0870215308661933,500
763588,0.0738018882090383,54.99
763596,0.166812035002876,3000
763598,0.174725773266277,3000
763599,0.0948656975441735,500
763602,0.0961637123673968,700
763614,0.0795725266687318,54.99
763615,0.0698069832085236,16.99
763618,0.150079507577934,2800
763622,0.122164977956812,2000
763623,0.0770422272440892,54.99
763630,0.0675377772446966,16.99
763634,0.0818359687339815,134.99
763687,0.0987786390472866,700
763690,0.0868117487573556,500
763691,0.0838297049276898,134.99
763692,0.0693211045889057,16.99
763702,0.114629891730501,1000
763709,0.0915443320363328,500
763712,0.0739263337767814,54.99
763726,0.0674225721353788,16.99
763749,0.0948048948976945,500
763766,0.077741352802228,54.99
763770,0.115540313449463,1000
763777,0.0775940162432461,54.99
763778,0.0547677955659087,9.91
763783,0.0818315120336776,134.99
763807,0.0994452389098824,700
763844,0.104069302230188,700
763852,0.114262985534048,1000
763853,0.0929272073971808,500
763858,0.0916819382731537,500
763882,0.081185007750171,134.99
763918,0.0742933513846394,54.99
763925,0.174838618153784,3000
763951,0.0724505602118109,16.99
763982,0.217806386740306,3000
763984,0.221135824110793,3000
763987,0.0735702814956943,54.99
764060,0.0801166721475858,134.99
764065,0.141345643167987,2800
764089,0.149606707251168,2800
764090,0.10191601762149,700
764097,0.0966023975119009,700
764098,0.0664296735855702,16.99
764138,0.0893427740623856,500
764146,0.0723526853419006,16.99
764157,0.0654589933849454,16.99
764162,0.179970872884319,3000
764168,0.209961134022191,3000
764241,0.0897715634269802,500
764262,0.121088842018055,2000
764284,0.0732823565261345,54.99
764286,0.0851811212486853,134.99
764293,0.0747397846139064,54.99
764330,0.0586735288843625,9.91
764368,0.111938159707706,1000
764373,0.0690918902606129,16.99
764398,0.0816935295900244,134.99
764419,0.176448630733073,3000
764452,0.097934664741612,700
764457,0.187989315031969,3000
764469,0.125453156324621,2000
764471,0.0880450832875883,500
764478,0.103926503481356,700
764515,0.147838305879912,2800
764526,0.0919321146851581,500
764535,0.0836902845718629,134.99
764542,0.139678335177291,2800
764633,0.219115922853398,3000
764654,0.121993993583189,2000
764676,0.090503561536729,500
764679,0.0859804241123296,134.99
764685,0.0989058087203756,700
764694,0.113135157232225,1000
764707,0.10090203846103,700
764718,0.195850136185894,3000
764750,0.103306776696569,700
764773,0.101864114280665,700
764787,0.126503416134117,2000
764810,0.0770250224266678,54.99
764856,0.131366578798013,2800
764858,0.18859428842524,3000
764882,0.101050767710663,700
764908,0.0743478990460071,54.99
764935,0.0668716967773372,16.99
764972,0.08838151183091,500
765049,0.147844235624149,2800
765056,0.117322726426572,2000
765066,0.0825373933910061,134.99
765079,0.0783317602373372,54.99
765089,0.0773320716715835,54.99
765099,0.185511816840796,3000
765113,0.0804784782860208,134.99
765143,0.0869159470067383,500
765163,0.0818328203558579,134.99
765165,0.104109225199463,700
765236,0.199367103451457,3000
765256,0.112398447483431,1000
765300,0.142241775881149,2800
765350,0.120332988178017,2000
765362,0.0762235554335536,54.99
765396,0.0847474652993812,134.99
765414,0.105325788117845,1000
765418,0.217959139834085,3000
765444,0.109084996269766,1000
765460,0.23290495901387,3000
765474,0.0696185033843896,16.99
765489,0.0916819382731537,500
765495,0.095724633421746,700
765501,0.164112531080613,3000
765516,0.0883162999867565,500
765528,0.0719466579146773,16.99
765535,0.111205859599753,1000
765543,0.0820405120170009,134.99
765558,0.123006485082442,2000
765560,0.0736808697686467,54.99
765585,0.121808994112537,2000
765620,0.123020247840014,2000
765630,0.0848748547239425,134.99
765647,0.119552705265809,2000
765688,0.12335460800788,2000
765692,0.113600235459293,1000
765697,0.250762778667762,3000
765707,0.103267037763857,700
765710,0.0935669455292227,500
765731,0.243618476203181,3000
765740,0.0911883769821163,500
765745,0.0819007369991257,134.99
765748,0.0526566562391322,9.91
765772,0.0659972720722636,16.99
765773,0.129700534572283,2000
765780,0.0476903083007835,9.91
765796,0.0662717419682625,16.99
765833,0.126079147320054,2000
765834,0.125285977490494,2000
765837,0.110372582339365,1000
765853,0.080728239043421,134.99
765854,0.0830213612643892,134.99
765873,0.103436651797411,700
765887,0.127343000777496,2000
765918,0.0924914110718755,500
765944,0.102660372083539,700
765946,0.0642510868878302,16.99
765953,0.0961748366993478,700
765960,0.0585046850291425,9.91
765969,0.116978547451372,2000
765978,0.105576767674145,1000
765999,0.119784637165174,2000
766010,0.106451824436207,1000
766021,0.134587930660181,2800
766069,0.0664296735855702,16.99
766071,0.0724505602118109,16.99
766072,0.0594069913493732,9.91
766074,0.222708825424705,3000
766081,0.0783317602373372,54.99
766094,0.107255058914785,1000
766098,0.140248570106247,2800
766142,0.0751455490780191,54.99
766170,0.1327132792418,2800
766183,0.13149493927638,2800
766189,0.12289189992681,2000
766206,0.131300246788393,2800
766220,0.0915718367510152,500
766248,0.113680454224265,1000
766253,0.071621507430589,16.99
766280,0.102212981275534,700
766296,0.245451643659257,3000
766336,0.0805523277899152,134.99
766341,0.171398529682658,3000
766369,0.240697429236605,3000
766384,0.0806734112305583,134.99
766421,0.215955934162776,3000
766485,0.14426539629963,2800
766490,0.151205129084458,2800
766504,0.081255632457573,134.99
766512,0.0756665551225798,54.99
766535,0.216689528558719,3000
766542,0.0748170118391543,54.99
766552,0.206282449373614,3000
766597,0.211508274706088,3000
766601,0.0798400308114434,134.99
766606,0.0844745190510033,134.99
766614,0.100370385869392,700
766698,0.0944483060291584,500
766726,0.0965895367376311,700
766745,0.0778103247690078,54.99
766761,0.117763094902643,2000
766763,0.104438699930713,700
766770,0.0956103001197413,700
766776,0.0760977198081714,54.99
766829,0.105215214330175,1000
766836,0.0934767358714697,500
766883,0.129722228155361,2000
766894,0.104587673576128,700
766903,0.098256962582874,700
766918,0.0846600600436162,134.99
766921,0.0633502908628627,9.91
766937,0.0893391542236392,500
766944,0.0784492947914498,54.99
766945,0.0794400169938582,54.99
766948,0.0687559640914265,16.99
766952,0.10425829489272,700
766964,0.110047572875208,1000
766965,0.0858090142594573,134.99
766972,0.0897266032793064,500
766991,0.0764318809051614,54.99
767028,0.0855158844088496,134.99
767041,0.072304162652358,16.99
767044,0.178307558448056,3000
767064,0.21426698031789,3000
767072,0.0669131182121529,16.99
767098,0.080744640511788,134.99
767101,0.0937716912428877,500
767119,0.0777096502800481,54.99
767129,0.145691169636104,2800
767148,0.128722458025133,2000
767191,0.16533876199503,3000
767200,0.0877872736266258,500
767239,0.0652920595621609,16.99
767257,0.154367994118683,2800
767283,0.0764318809051614,54.99
767285,0.0985819160036537,700
767302,0.176093752282389,3000
767312,0.161875108912597,3000
767315,0.187612794750509,3000
767316,0.120673188081575,2000
767328,0.195148202270742,3000
767347,0.0737106527603379,54.99
767364,0.0732713500761438,54.99
767381,0.0752708953789558,54.99
767383,0.0820283967440109,134.99
767384,0.0734708939725392,54.99
767421,0.109517549440411,1000
767457,0.163472559309838,3000
767467,0.105759161317596,1000
767475,0.0743604619439546,54.99
767493,0.0914738978594512,500
767517,0.117186829700985,2000
767524,0.0565200485811534,9.91
767534,0.110347554065818,1000
767537,0.0674514088003365,16.99
767542,0.0978185209661094,700
767572,0.0753357400390601,54.99
767573,0.0967780425822287,700
767640,0.176985946281168,3000
767707,0.10004218350342,700
767709,0.102062587204071,700
767711,0.100647396558878,700
767716,0.0953925598473667,700
767720,0.107843321002622,1000
767739,0.161416224320547,3000
767745,0.0907813485267078,500
767754,0.154992409504456,2800
767755,0.0707832815915687,16.99
767759,0.0722552525707439,16.99
767783,0.120207153294965,2000
767784,0.0739608070737685,54.99
767789,0.0675464845677363,16.99
767792,0.0769502463889589,54.99
767795,0.0654786606969067,16.99
767799,0.119664828184109,2000
767822,0.115322327823677,1000
767823,0.0747622403619084,54.99
767831,0.0992662373043859,700
767833,0.0947076195647068,500
767837,0.0818099941458205,134.99
767841,0.0956006019176458,700
767856,0.242767873176524,3000
767898,0.0652724482981196,16.99
767909,0.0962850643733008,700
767914,0.148606243190119,2800
767929,0.199829607133367,3000
767938,0.0927066738217721,500
767943,0.197686380014623,3000
767955,0.109510426925813,1000
767965,0.119343209930643,2000
767991,0.0996077584106749,700
768032,0.104927948795852,1000
768040,0.110194972983608,1000
768051,0.18557433334535,3000
768061,0.077285623392114,54.99
768066,0.0747397846139064,54.99
768142,0.135158420587072,2800
768181,0.0762255137652406,54.99
768190,0.19534031340207,3000
768193,0.0898264092741402,500
768237,0.198958428074944,3000
768260,0.107804140360146,1000
768265,0.0858124560298749,134.99
768266,0.0722915725263424,16.99
768277,0.0883295664126945,500
768285,0.185760063571574,3000
768293,0.107416218208031,1000
768313,0.0820795974283852,134.99
768342,0.0684468392096917,16.99
768365,0.0794638849379807,54.99
768370,0.0959805533637432,700
768381,0.0927278861490671,500
768409,0.159722119171901,3000
768419,0.1983632850314,3000
768451,0.0803836800382222,134.99
768520,0.12459077378111,2000
768534,0.0634601390671862,9.91
768550,0.204125710715656,3000
768563,0.0734162516506719,54.99
768600,0.0925387352049761,500
768605,0.0758253061824183,54.99
768621,0.0878846464204505,500
768625,0.083846915518608,134.99
768646,0.124127625948512,2000
768669,0.0716712534564737,16.99
768671,0.164001964205924,3000
768707,0.0664296735855702,16.99
768804,0.122425575226406,2000
768814,0.0756718558710975,54.99
768819,0.0862518146277287,134.99
768868,0.101329583716219,700
768924,0.0711620817244615,16.99
768931,0.067205455371148,16.99
768948,0.0936881755815228,500
768953,0.0534642179719891,9.91
768971,0.134589833939821,2800
768981,0.0654786606969067,16.99
769025,0.0933816232605134,500
769033,0.0802973599929896,134.99
769041,0.0682809706749336,16.99
769042,0.188775451640327,3000
769048,0.103699319232716,700
769109,0.0772799710814139,54.99
769119,0.0615655610402076,9.91
769134,0.10925894129983,1000
769141,0.24219986768501,3000
769188,0.0727685101364001,54.99
769234,0.113818207121586,1000
769293,0.090734954229872,500
769298,0.0897724564694173,500
769369,0.0885296966507935,500
769415,0.0670263578724308,16.99
769456,0.0764372352678485,54.99
769464,0.0652716015188973,16.99
769488,0.125850214504002,2000
769490,0.0669706755018408,16.99
769508,0.0710837082695693,16.99
769519,0.0653463462574925,16.99
769522,0.0686020965600173,16.99
769527,0.0723652183128787,16.99
769529,0.0812745709160256,134.99
769533,0.0787746173306564,54.99
769548,0.0765007940333342,54.99
769557,0.0690664850667371,16.99
769572,0.0756718558710975,54.99
769587,0.128239184632571,2000
769599,0.156065269244852,2800
769606,0.0826838057370382,134.99
769634,0.0744378134501331,54.99
769638,0.0877872736266258,500
769674,0.0833837832357041,134.99
769677,0.0710072086508652,16.99
769682,0.0669420443588331,16.99
769691,0.248107637207283,3000
769696,0.107220700906843,1000
769760,0.0664283628737203,16.99
769791,0.077285623392114,54.99
769793,0.1164964852113,2000
769795,0.0720737312469159,16.99
769818,0.0797801955363594,134.99
769826,0.106164961402297,1000
769858,0.112046866025543,1000
769866,0.11801572707459,2000
769882,0.11474024525224,1000
769903,0.0717847406400428,16.99
769918,0.10168491674779,700
769953,0.0659539700504681,16.99
769964,0.088582007481865,500
769970,0.0736808697686467,54.99
769977,0.250501113690969,3000
769979,0.0937802932944558,500
769999,0.0957296413162287,700
770001,0.154542529608924,2800
770021,0.198357250704883,3000
770025,0.116708604345822,2000
770044,0.0906685296646715,500
770096,0.0871765657337946,500
770098,0.0625642601808552,9.91
770101,0.220767780620242,3000
770104,0.112129361658538,1000
770108,0.0653214875067477,16.99
770113,0.0763381320150524,54.99
770116,0.0928544563878679,500
770118,0.240824551201028,3000
770127,0.0756718558710975,54.99
770164,0.0787937821489118,54.99
770165,0.07466694430987,54.99
770179,0.0743478990460071,54.99
770184,0.0795901798714449,54.99
770205,0.0727498293592236,54.99
770218,0.0975968173031676,700
770253,0.137216100205558,2800
770299,0.145333034776215,2800
770312,0.0895990070347101,500
770329,0.12467631020277,2000
770330,0.172545858576809,3000
770365,0.14578022473951,2800
770397,0.0721373180305847,16.99
770408,0.070847101784125,16.99
770438,0.0665395220743376,16.99
770445,0.129454533038475,2000
770455,0.0724505602118109,16.99
770463,0.113738977160928,1000
770464,0.2262110432086,3000
770473,0.0815987330003177,134.99
770474,0.233905104775538,3000
770475,0.122484375175088,2000
770476,0.0734758791640552,54.99
770478,0.0795725266687318,54.99
770485,0.270912967317707,3000
770500,0.087944005331727,500
770517,0.172239510855886,3000
770524,0.190947348788584,3000
770526,0.142919419906242,2800
770553,0.0809166919603155,134.99
770562,0.109481315856138,1000
770568,0.11552418255737,1000
770586,0.0720331630764196,16.99
770590,0.13930967435833,2800
770595,0.0808559448663654,134.99
770613,0.221887892519152,3000
770614,0.0954287983660561,700
770632,0.0672938229688489,16.99
770654,0.0695662382501719,16.99
770657,0.228139089492186,3000
770685,0.117453361897317,2000
770716,0.116863530054539,2000
770718,0.0737367434162195,54.99
770719,0.113277167515386,1000
770724,0.111770853423466,1000
770729,0.0787932294892935,54.99
770738,0.134718827924347,2800
770739,0.173752564738126,3000
770741,0.174775201154171,3000
770746,0.0705815633443499,16.99
770757,0.106174489610303,1000
770794,0.0633502908628627,9.91
770797,0.131388871536145,2800
770799,0.0738914456640937,54.99
770800,0.267055065784396,3000
770803,0.145712024283153,2800
770821,0.173550830462439,3000
770850,0.125513517918962,2000
770851,0.0756779213681049,54.99
770854,0.0855098315025818,134.99
770856,0.127336477826388,2000
770872,0.157931289320962,3000
770917,0.0807403656293914,134.99
770933,0.0868106969933635,500
770941,0.0673454525591775,16.99
770949,0.0943361347739272,500
770994,0.106175982921255,1000
770996,0.0886648329579652,500
771002,0.230857379353472,3000
771020,0.0752708953789558,54.99
771040,0.0915443320363328,500
771043,0.0154141096110093,9.91
771046,0.0953925598473667,700
771060,0.0820549438232091,134.99
771061,0.0979669931842555,700
771077,0.0667612999093811,16.99
771080,0.104228984440785,700
771091,0.0809438805158168,134.99
771106,0.0750646520983789,54.99
771107,0.107270492903524,1000
771116,0.0678015237354261,16.99
771120,0.125915993606123,2000
771137,0.0915443320363328,500
771169,0.0869395988915743,500
771189,0.136167974129551,2800
771208,0.0830463052320092,134.99
771221,0.131959878179009,2800
771230,0.112589078222089,1000
771237,0.0790359278947169,54.99
771241,0.117480342550498,2000
771244,0.0661707520508302,16.99
771257,0.179861925927591,3000
771266,0.0807097717419472,134.99
771271,0.263170160880161,3000
771275,0.163930509053877,3000
771280,0.181985533063875,3000
771338,0.0790644291615307,54.99
771342,0.0799799369138445,134.99
771350,0.251579286506671,3000
771399,0.0698069832085236,16.99
771400,0.10243848605601,700
771405,0.076579303745732,54.99
771468,0.0703487129126958,16.99
771478,0.0768919377256225,54.99
771482,0.28829341320464,3000
771483,0.0916442803426499,500
771497,0.0825933485435098,134.99
771498,0.100527212190751,700
771531,0.18031679581749,3000
771541,0.224373848668,3000
771566,0.0795725266687318,54.99
771577,0.0813116008620969,134.99
771598,0.0820405120170009,134.99
771599,0.0807689004331834,134.99
771619,0.142539061776715,2800
771621,0.0806135974685376,134.99
771657,0.0743478990460071,54.99
771659,0.118165887088518,2000
771661,0.0950492994958797,500
771678,0.0752565717500915,54.99
771697,0.150835735612401,2800
771698,0.131446764844706,2800
771703,0.0709806038598431,16.99
771733,0.188020771898791,3000
771741,0.0649399566109995,16.99
771742,0.130437214475418,2800
771747,0.0875741648950473,500
771758,0.0724450193975184,16.99
771773,0.0676597652535218,16.99
771779,0.080744640511788,134.99
771795,0.0891292096177601,500
771816,0.244075463094116,3000
771817,0.0834950208883069,134.99
771818,0.0745365939802426,54.99
771826,0.150351731266739,2800
771828,0.245030513347258,3000
771836,0.0732290251916507,54.99
771838,0.0800202213970262,134.99
771849,0.195490569074353,3000
771851,0.0636555180297022,9.91
771855,0.0870553054580815,500
771874,0.0825240522900618,134.99
771920,0.059306462210646,9.91
771938,0.06649955616821,16.99
771961,0.0661707520508302,16.99
771967,0.0629991959417931,9.91
771970,0.07705236096995,54.99
772018,0.12046898524468,2000
772024,0.093181330720158,500
772049,0.086194038053002,134.99
772063,0.0690664850667371,16.99
772065,0.13274444707837,2800
772082,0.0587769599800692,9.91
772092,0.0659539700504681,16.99
772104,0.0712333685312527,16.99
772135,0.0747397846139064,54.99
772139,0.0883384263413639,500
772149,0.07754247004639,54.99
772156,0.0719250478611008,16.99
772159,0.0965457392099834,700
772165,0.0859937768797047,134.99
772175,0.0806427524743829,134.99
772181,0.0891948815728452,500
772202,0.121450582739569,2000
772228,0.080244666175589,134.99
772234,0.0954862376464584,700
772237,0.095895371197369,700
772256,0.0664795822178799,16.99
772263,0.0726915298178164,54.99
772271,0.0833837832357041,134.99
772276,0.084849956666876,134.99
772287,0.0971246542404082,700
772289,0.0820405120170009,134.99
772302,0.09684025818732,700
772314,0.150225346629069,2800
772350,0.0756718558710975,54.99
772352,0.0806797509100098,134.99
772364,0.109844231990983,1000
772372,0.116230288722001,2000
772374,0.0818328203558579,134.99
772439,0.118577093088453,2000
772472,0.0759849232657731,54.99
772509,0.0839745196955724,134.99
772528,0.14579024168264,2800
772534,0.130412605886799,2800
772547,0.0508677391560855,9.91
772578,0.104172619418027,700
772610,0.0608637987608327,9.91
772616,0.0651189493703954,16.99
772623,0.126188596254414,2000
772631,0.0959560091504922,700
772632,0.0657842607557617,16.99
772633,0.0806612947006271,134.99
772637,0.0773320716715835,54.99
772679,0.0818574072235041,134.99
772697,0.114741213025382,1000
772721,0.0796562352491092,54.99
772725,0.0491274354366104,9.91
772754,0.12234664241398,2000
772763,0.288277607829392,3000
772765,0.070269862667113,16.99
772766,0.0833697024686255,134.99
772783,0.0924914110718755,500
772845,0.0708364610907886,16.99
772863,0.0719731225420761,16.99
772878,0.0764772796741646,54.99
772879,0.0633502908628627,9.91
772894,0.0838436897757149,134.99
772897,0.0642800456530651,16.99
772907,0.0677207691961154,16.99
772922,0.144838141604606,2800
772932,0.124420647783666,2000
772942,0.0881509444129159,500
772943,0.081655070409553,134.99
772946,0.0791434129042202,54.99
772955,0.114259659035135,1000
772956,0.0664296735855702,16.99
772970,0.102663314384815,700
772976,0.0652920595621609,16.99
772977,0.128920322942157,2000
772981,0.0793326999309367,54.99
773005,0.116031811657678,2000
773006,0.0708364610907886,16.99
773009,0.124856000592818,2000
773020,0.074543887334446,54.99
773022,0.0803436056137386,134.99
773042,0.0772799710814139,54.99
773051,0.0732592780164727,54.99
773057,0.0751436184920167,54.99
773084,0.14206715059206,2800
773107,0.0654176774469138,16.99
773133,0.0644928091245964,16.99
773151,0.0924914110718755,500
773173,0.0725543826306728,16.99
773184,0.0793162517005947,54.99
773190,0.0706680526633407,16.99
773201,0.0994443234672183,700
773207,0.10558253845707,1000
773228,0.0843949595359625,134.99
773263,0.090302299429658,500
773269,0.0695662382501719,16.99
773270,0.0773320716715835,54.99
773318,0.0827014601045705,134.99
773321,0.127459771254271,2000
773322,0.0858090142594573,134.99
773337,0.0846202670747407,134.99
773376,0.0884075555720834,500
773382,0.0838107070621638,134.99
773386,0.0730323189973292,54.99
773389,0.072873071621688,54.99
773402,0.0846711234389824,134.99
773407,0.0771464458772123,54.99
773408,0.0764772796741646,54.99
773412,0.135343783592472,2800
773414,0.0896242532907848,500
773419,0.0755283527880123,54.99
773427,0.0713333082508299,16.99
773429,0.139456099969933,2800
773433,0.0778331571425594,54.99
773437,0.0795543237467254,54.99
773440,0.0894628561214219,500
773446,0.0902871909761002,500
773449,0.0783317602373372,54.99
773452,0.100530094701344,700
773454,0.0883346146046815,500
773460,0.0795725266687318,54.99
773468,0.159931279960255,3000
773474,0.0752811168369441,54.99
773490,0.0681147078057114,16.99
773493,0.0727340541976192,54.99
773495,0.0964008328510647,700
773511,0.0742856916067755,54.99
773513,0.0761563144497324,54.99
